url,scraped_at,product_name,ingredients,form,brand,brand_slug,from_cache,life_stage,price
http://brit-petfood.com/cy/products,2025-09-11T14:53:13.780894,,,,Brit,brit,True,,
http://brit-petfood.com/de/products,2025-09-11T14:53:13.809705,,,,Brit,brit,True,,
http://brit-petfood.com/et/products,2025-09-11T14:53:13.837830,,,,Brit,brit,True,,
http://brit-petfood.com/es/products,2025-09-11T14:53:13.868518,,,,Brit,brit,True,,
http://brit-petfood.com/fi/products,2025-09-11T14:53:13.896965,,,,Brit,brit,True,,
http://brit-petfood.com/fr/products,2025-09-11T14:53:13.926137,,,,Brit,brit,True,,
http://brit-petfood.com/gr/products,2025-09-11T14:53:13.954320,,,,Brit,brit,True,puppy,
http://brit-petfood.com/hr/products,2025-09-11T14:53:13.985926,,,,Brit,brit,True,,
http://brit-petfood.com/hu/products,2025-09-11T14:53:14.014631,,,,Brit,brit,True,,
http://brit-petfood.com/it/products,2025-09-11T14:53:14.042855,,,,Brit,brit,True,,
http://brit-petfood.com/lt/products,2025-09-11T14:53:14.071245,,,,Brit,brit,True,,
http://brit-petfood.com/lv/products,2025-09-11T14:53:14.102595,,,,Brit,brit,True,,
http://brit-petfood.com/my/products,2025-09-11T14:53:14.131534,,,,Brit,brit,True,puppy,
http://brit-petfood.com/nl/products,2025-09-11T14:53:14.161164,,,,Brit,brit,True,puppy,
http://brit-petfood.com/no/products,2025-09-11T14:53:14.190514,,,,Brit,brit,True,,
http://brit-petfood.com/pe/products,2025-09-11T14:53:14.221601,,,,Brit,brit,True,adult,
http://brit-petfood.com/pl/products,2025-09-11T14:53:14.269966,,,wet,Brit,brit,True,senior,"13,20 zł"
http://brit-petfood.com/ro/products,2025-09-11T14:53:14.370498,,,,Brit,brit,True,,
http://brit-petfood.com/sr/products,2025-09-11T14:53:14.398471,,,,Brit,brit,True,,
http://brit-petfood.com/sv/products,2025-09-11T14:53:14.427203,,,,Brit,brit,True,,
http://brit-petfood.com/sk/products,2025-09-11T14:53:14.458768,,,,Brit,brit,True,,
http://brit-petfood.com/ua/products,2025-09-11T14:53:14.487281,,,,Brit,brit,True,,
http://brit-petfood.com/en/products,2025-09-11T14:53:14.515454,,,,Brit,brit,True,,
http://brit-petfood.com/uy/products,2025-09-11T14:53:14.543980,,,,Brit,brit,True,adult,
https://www.brit-petfood.com/en/products,2025-09-11T14:53:14.574441,,,,Brit,brit,True,,
https://www.brit-petfood.com/en/products/rodents?brand=6760-brit-animals,2025-09-11T14:53:14.603768,,,dry,Brit,brit,True,adult,
https://brit-petfood.com/en/products/dogs?brand=544299-brit-jerky-new,2025-09-11T14:53:14.637524,,,dry,Brit,brit,True,puppy,
https://brit-petfood.com/en/products/cats?brand=7477-brit-care-new&amp;productType=6806-dry,2025-09-11T14:53:14.682781,,,dry,Brit,brit,True,adult,
https://www.brit-petfood.com/en/products/rodents/5157-brit-animals-rabbit-junior-complete,2025-09-11T14:53:14.720726,Brit Animals RABBIT JUNIOR Complete,"Composition:alfalfa, herbs (nettle, dandelion, plantain), barley, dried apples, corn, wheat, carrot, linseed, brewer´s yeast, mannan-oligosaccharides (75 mg/kg), fructo-oligosaccharides (50 mg/kg), milk thistle (50 mg/kg), Yucca schidigera extract (45 mg/kg).",,Brit,brit,True,senior,
https://www.brit-petfood.com/en/products/dogs/5160-brit-training-snack-s,2025-09-11T14:53:14.743654,Brit Training Snack S,"Composition:rice, chicken, glucose syrup, salmon oil, hydrolysed chicken liver, collagen.",,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/5164-brit-training-snack-m,2025-09-11T14:53:14.766639,Brit Training Snack M,"Composition:rice, chicken, glucose syrup, salmon oil, hydrolysed chicken liver, collagen.",,Brit,brit,True,,
https://www.brit-petfood.com/en/products/dogs/5168-brit-training-snack-l,2025-09-11T14:53:14.790632,Brit Training Snack L,"Composition:rice, chicken, glucose syrup, salmon oil, hydrolysed chicken liver, collagen.",,Brit,brit,True,,
