url,brand,name,has_ingredients,has_nutrition,food_type
https://www.zooplus.com/shop/dogs/canned_dog_food/royal_canin_veterinary_diet/gastrointestinal/1583022?activeVariant=1583022.1,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Puppy Gastrointestinal Ultra Soft Mousse,False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_menu_gustico/1716309?activeVariant=1716309.1,Lukullus,Lukullus Menu Gustico Salmon - Grain-free,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lilys_kitchen_wet_dog_food/lilys_kitchen_can_dog_food/570284?activeVariant=570284.5,Lilys Kitchen Wet Dog Food,Lily’s Kitchen Senior Recipe,False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/natural_food/636788?activeVariant=636788.1,Lukullus,Lukullus Salmon & Chicken,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/classic_pork/1948752?activeVariant=1948752.4,Rocco,Rocco Classic Pork 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/applaws/applaws_pouches/1324926?activeVariant=1324926.0,Applaws,Applaws Taste Toppers in Broth 12 x 85g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_junior/128757?activeVariant=128757.7,Rocco,Rocco Junior 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rosies_farm/rosiesfarm_adult/780773?activeVariant=780773.2,Rosies Farm,Rosie's Farm Adult Shepherd's Pie with Lamb,False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/natural_food/154405?activeVariant=154405.4,Lukullus,Lukullus Wild Rabbit & Turkey,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_menu_gustico/741151?activeVariant=741151.0,Lukullus,Lukullus Menu Gustico Turkey – Grain-free,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/hills_science_plan/128624?activeVariant=128624.21,Hill's Science Plan,Hill's Science Plan Adult,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/vitality/1905073?activeVariant=1905073.0,Lukullus,Lukullus Vitality Immune System: Wild Boar (Grain-Free),True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/briantos/trial_packs/2027085?activeVariant=2027085.1,Briantos,Briantos Chunks in Gravy Mixed Trial Pack,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/classic_pork/1948752?activeVariant=1948752.1,Rocco,Rocco Classic Pork 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lilys_kitchen_wet_dog_food/lilys_kitchen_tray_dog_food/2008373?activeVariant=2008373.1,Lilys Kitchen Wet Dog Food,Lily's Kitchen Grain-Free Dinners for Dogs,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/trial_packs/274906?activeVariant=274906.8,Lukullus,Lukullus Pouches Mixed Trial Pack 6 x 300g,False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/applaws/applaws_pouches/1324960?activeVariant=1324960.1,Applaws,Applaws Taste Toppers Trial Pack 6 x 85g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/applaws/applaws_pouches/1324960?activeVariant=1324960.0,Applaws,Applaws Taste Toppers Trial Pack 6 x 85g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/vitality/1903952?activeVariant=1903952.0,Lukullus,Lukullus Vitality Joints: Beef (Grain-Free),True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/wow_thetasteof_wet_dog_food/699270?activeVariant=699270.5,Wolf of Wilderness,"Wolf of Wilderness Adult ""The Taste of"" 6 x 400g",True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/pedigree_pur/pouches/2220603?activeVariant=2220603.4,Pedigree Pur,Pedigree Pouch 40 x 100g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/yarrah/yarrah_organic_trays/128786?activeVariant=128786.3,Yarrah,Yarrah Organic Pâté 12 x 150g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/cesar/adult_trays/667179?activeVariant=667179.12,Cesar,Cesar Classic Trays,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/206790/497196?activeVariant=497196.13,Wolf of Wilderness,Wolf of Wilderness Adult Single Protein Mixed Packs,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_cans/128729?activeVariant=128729.20,Rinti,RINTI Adult 6 x 800g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lilys_kitchen_wet_dog_food/lilys_kitchen_can_dog_food/2093023?activeVariant=2093023.1,Lilys Kitchen Wet Dog Food,Lily's Kitchen Grain-Free Menus for Dogs 12 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/organic/2166795?activeVariant=2166795.1,Lukullus,Lukullus Organic Adult Turkey with Zucchini,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/wow_thetasteof_wet_dog_food/699270?activeVariant=699270.6,Wolf of Wilderness,"Wolf of Wilderness Adult ""The Taste of"" 6 x 400g",True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/206791/1379314?activeVariant=1379314.6,Wolf of Wilderness,Wolf of Wilderness Adult 6 x 150g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_menu_gustico/1716309?activeVariant=1716309.0,Lukullus,Lukullus Menu Gustico Salmon - Grain-free,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/junior/1905956?activeVariant=1905956.0,Lukullus,Lukullus Junior Grain-Free Pouches 6 x 300g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/junior/1905956?activeVariant=1905956.1,Lukullus,Lukullus Junior Grain-Free Pouches 6 x 300g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/pedigree_pur/pouches/2220603?activeVariant=2220603.1,Pedigree Pur,Pedigree Pouch 40 x 100g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/applaws/applaws_cans/1325115?activeVariant=1325115.2,Applaws,Applaws Taste Toppers Mixed Pack 8 x 156g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/cesar/adult_trays/667179?activeVariant=667179.13,Cesar,Cesar Classic Trays,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/206791/699541?activeVariant=699541.7,Wolf of Wilderness,Wolf of Wilderness Adult Classic 6 x 300g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/cesar/adult_trays/667179?activeVariant=667179.17,Cesar,Cesar Classic Trays,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/hills_prescription_diet/digestion/759335?activeVariant=759335.4,Hill's Prescription Diet,Hill’s Prescription Diet Canine i/d Digestive Care Stew - Chicken,False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/hundenassfuttermitdreifachenproteinenregionen/1952494?activeVariant=1952494.2,Wolf of Wilderness,"Wolf of Wilderness ""Triple Taste"" 12 x 125g",True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rosies_farm/rosiesfarm_adult/780774?activeVariant=780774.0,Rosies Farm,Rosie's Farm Adult Seaside Feast Fish & Chicken,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rosies_farm/rosiesfarm_adult/780777?activeVariant=780777.2,Rosies Farm,Rosie's Farm Adult Slow-cooked Chicken & Turkey,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/206791/497285?activeVariant=497285.10,Wolf of Wilderness,Wolf of Wilderness Adult Single Protein 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/expedition_wet_wolf_of_wilderness/1947876?activeVariant=1947876.5,Wolf of Wilderness,Wolf of Wilderness Adult 6 x 400g - With lots of fresh poultry,False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/1949624?activeVariant=1949624.3,Rinti,RINTI Kennerfleisch 800g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/expedition_wet_wolf_of_wilderness/1947876?activeVariant=1947876.0,Wolf of Wilderness,Wolf of Wilderness Adult 6 x 400g - With lots of fresh poultry,False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_classic/128762?activeVariant=128762.11,Rocco,Rocco Classic 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/wolf_of_wilderness_red/1959071?activeVariant=1959071.2,Wolf of Wilderness,"Wolf of Wilderness Adult 6 x 400g - ""Red Meat""",True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/organic/1870766?activeVariant=1870766.4,Purizon Wet Dog Food,Purizon Organic 6 x 800g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/macs/1861169?activeVariant=1861169.1,Macs,MAC's Superfood 6 x 800g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_single_protein/1995722?activeVariant=1995722.0,Mjamjam Wet Dog Food,MjAMjAM Pure Single Meat 6 x 800g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_single_protein/1995722?activeVariant=1995722.1,Mjamjam Wet Dog Food,MjAMjAM Pure Single Meat 6 x 800g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/friskies_wet_food/2184568?activeVariant=2184568.0,Friskies Wet Food,"Friskies Adult in Sauce Beef, Chicken & Lamb",False,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/alpha_spirit/1970065?activeVariant=1970065.0,Alpha Spirit,alpha spirit Dog Meatballs 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/alpha_spirit/1970065?activeVariant=1970065.2,Alpha Spirit,alpha spirit Dog Meatballs 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/organic/1870835?activeVariant=1870835.2,Purizon Wet Dog Food,Purizon Organic 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_single_protein/1995842?activeVariant=1995842.1,Mjamjam Wet Dog Food,MjAMjAM Pure Single Meat 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/adult/1217468?activeVariant=1217468.5,Purizon Wet Dog Food,Purizon Adult 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_adult/1995712?activeVariant=1995712.0,Mjamjam Wet Dog Food,MjAMjAM Adult Dog 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_adult/1995712?activeVariant=1995712.2,Mjamjam Wet Dog Food,MjAMjAM Adult Dog 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/mjamjam_wet_dog_food/mjamjam_adult/1995712?activeVariant=1995712.4,Mjamjam Wet Dog Food,MjAMjAM Adult Dog 6 x 400g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/2178331?activeVariant=2178331.1,Terra Canis,Terra Canis Essential 8+ 6 x 385 g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/2178331?activeVariant=2178331.2,Terra Canis,Terra Canis Essential 8+ 6 x 385 g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/2178331?activeVariant=2178331.3,Terra Canis,Terra Canis Essential 8+ 6 x 385 g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_trays/400781?activeVariant=400781.12,Rinti,RINTI Finest 11 x 150g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_trays/400781?activeVariant=400781.10,Rinti,RINTI Finest 11 x 150g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_pouches/1998829?activeVariant=1998829.0,Rinti,RINTI Filetto Pouch in Jelly 24 x 100g,True,False,wet
https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_pouches/1998829?activeVariant=1998829.1,Rinti,RINTI Filetto Pouch in Jelly 24 x 100g,True,False,wet
