product_key,brand,brand_slug,brand_family,product_name,name_slug,form,life_stage,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,ingredients_raw,ingredients_tokens,price_per_kg_eur,price_bucket,available_countries,sources,product_url,staging_source,staging_confidence
bravo_336c69,Bravo!,bravo,bravo,"Bravo! Homestyle Complete Chicken Grain-Free Adult Freeze-Dried Dehydrated Dog Food, 1.25-lb bag",bravo-homestyle-complete-chicken-grain-free-adult-freeze-dried-dehydrated-dog-food-1-25-lb-bag,raw,all,,,,,,,,[],77.05744369389232,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/bravo-homestyle-complete-chicken/dp/1262486""}]",https://www.chewy.com/bravo-homestyle-complete-chicken/dp/1262486,chewy,0.8
kasiks_a0cd81,KASIKS,kasiks,kasiks,"KASIKS Free Run Grain-Free Chicken Formula Dry Dog Food, 25-lb bag",kasiks-free-run-grain-free-chicken-formula-dry-dog-food-25-lb-bag,dry,all,,,,,,,,[],4.055697631351523,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/kasiks-free-run-grain-free-chicken/dp/116216""}]",https://www.chewy.com/kasiks-free-run-grain-free-chicken/dp/116216,chewy,0.8
vital_essentials_3e7839,Vital Essentials,vital_essentials,vital,"Vital Essentials Protein Mix-In Chicken Recipe Mini Nibs Grain-Free Freeze-Dried Raw Dog Food Topper, 6-oz bag",vital-essentials-protein-mix-in-chicken-recipe-mini-nibs-grain-free-freeze-dried-raw-dog-food-topper,raw,adult,,,,,,,,[],59.71181149579358,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/vital-essentials-protein-mix-in/dp/846166""}]",https://www.chewy.com/vital-essentials-protein-mix-in/dp/846166,chewy,0.8
nulo_554275,Nulo,nulo,nulo,"Nulo Freestyle Beef Recipe with Apples Grain-Free Freeze-Dried Raw Dog Food, 8-oz bag",nulo-freestyle-beef-recipe-with-apples-grain-free-freeze-dried-raw-dog-food-8-oz-bag,dry,all,,,,,,,,[],55.33078184800438,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/nulo-freestyle-beef-recipe-apples/dp/162460""}]",https://www.chewy.com/nulo-freestyle-beef-recipe-apples/dp/162460,chewy,0.8
the_honest_kitchen_0683a7,The Honest Kitchen,the_honest_kitchen,the,"The Honest Kitchen Limited Ingredient Diet Fish Recipe Grain-Free Dehydrated Dog Food, 4-lb box",the-honest-kitchen-limited-ingredient-diet-fish-recipe-grain-free-dehydrated-dog-food-4-lb-box,dry,all,,,,,,,,[],24.222428967001186,medium,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/honest-kitchen-limited-ingredient/dp/118306""}]",https://www.chewy.com/honest-kitchen-limited-ingredient/dp/118306,chewy,0.8
purina_pro_plan_0cca05,Purina Pro Plan,purina_pro_plan,purina,"Purina Pro Plan Calm & Balanced Small Breed Chicken & Rice Formula Dog Dry Food, 5-lb bag",purina-pro-plan-calm-balanced-small-breed-chicken-rice-formula-dog-dry-food-5-lb-bag,dry,all,,,,,,,,[],10.011464046984957,medium,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/purina-pro-plan-calm-balanced-small/dp/387449""}]",https://www.chewy.com/purina-pro-plan-calm-balanced-small/dp/387449,chewy,0.8
purina_pro_plan_cb7835,Purina Pro Plan,purina_pro_plan,purina,"Purina Pro Plan Sensitive Skin & Stomach 7+ Salmon & Rice Formula Dry Dog Food, 24-lb bag",purina-pro-plan-sensitive-skin-stomach-7-salmon-rice-formula-dry-dog-food-24-lb-bag,dry,senior,,,,,,,,[],3.2739407514535825,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/purina-pro-plan-sensitive-skin/dp/379216""}]",https://www.chewy.com/purina-pro-plan-sensitive-skin/dp/379216,chewy,0.8
blue_buffalo_49917b,Blue Buffalo,blue_buffalo,blue,"Blue Buffalo Basics Skin & Stomach Care Grain-Free Formula Salmon & Potato Recipe Adult Dry Dog Food, 22-lb bag",blue-buffalo-basics-skin-stomach-care-grain-free-formula-salmon-potato-recipe-adult-dry-dog-food-22-,dry,all,,,,,,,,[],5.068792298725808,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/blue-buffalo-basics-skin-stomach-care/dp/103546""}]",https://www.chewy.com/blue-buffalo-basics-skin-stomach-care/dp/103546,chewy,0.8
justfoodfordogs_db2e5a,JustFoodForDogs,justfoodfordogs,justfoodfordogs,"JustFoodForDogs Healthy Weight Variety Pack Human-Grade Fresh Whole Dog Food, 18-oz pouch, case of 7",justfoodfordogs-healthy-weight-variety-pack-human-grade-fresh-whole-dog-food-18-oz-pouch-case-of-7,raw,adult,,,,,,,,[],88.017229384802,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/justfoodfordogs-healthy-weight/dp/663398""}]",https://www.chewy.com/justfoodfordogs-healthy-weight/dp/663398,chewy,0.8
blue_buffalo_05f642,Blue Buffalo,blue_buffalo,blue,"Blue Buffalo True Solutions Digestive Care Adult Chicken Dry Dog Food, 24-lb bag",blue-buffalo-true-solutions-digestive-care-adult-chicken-dry-dog-food-24-lb-bag,dry,all,,,,,,,,[],4.0886229621921615,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/blue-buffalo-true-solutions-blissful/dp/244833""}]",https://www.chewy.com/blue-buffalo-true-solutions-blissful/dp/244833,chewy,0.8
nutro_8a08f1,Nutro,nutro,nutro,"Nutro Ultra Adult Small Breed Weight Management High Protein Chicken, Lamb & Salmon Dry Dog Food, 12-lb bag",nutro-ultra-adult-small-breed-weight-management-high-protein-chicken-lamb-salmon-dry-dog-food-12-lb-,dry,adult,,,,,,,,[],5.4914989682357715,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/nutro-ultra-adult-weight-management/dp/1070342""}]",https://www.chewy.com/nutro-ultra-adult-weight-management/dp/1070342,chewy,0.8
merrick_a0e4e7,Merrick,merrick,merrick,"Merrick Lil' Plates Grain-Free Chicken-Free Real Texas Beef + Sweet Potato Recipe Small Breed Dry Dog Food, 12-lb bag",merrick-lil-plates-grain-free-chicken-free-real-texas-beef-sweet-potato-recipe-small-breed-dry-dog-f,dry,all,,,,,,,,[],5.711226535447421,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/merrick-lil-plates-grain-free-chicken/dp/121769""}]",https://www.chewy.com/merrick-lil-plates-grain-free-chicken/dp/121769,chewy,0.8
natural_balance_24880c,Natural Balance,natural_balance,natural,"Natural Balance L.I.D. Limited Ingredient Diets Lamb & Brown Rice Formula Large Breed Dry Dog Food, 12-lb bag",natural-balance-l-i-d-limited-ingredient-diets-lamb-brown-rice-formula-large-breed-dry-dog-food-12-l,dry,all,,,,,,,,[],5.271771401024122,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/natural-balance-lid-limited/dp/39918""}]",https://www.chewy.com/natural-balance-lid-limited/dp/39918,chewy,0.8
vital_essentials_9ccd95,Vital Essentials,vital_essentials,vital,"Vital Essentials Protein Mix-In Turkey Recipe Mini Nibs Grain-Free Freeze-Dried Raw Dog Food Topper, 6-oz bag",vital-essentials-protein-mix-in-turkey-recipe-mini-nibs-grain-free-freeze-dried-raw-dog-food-topper-,raw,adult,,,,,,,,[],59.71181149579358,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/vital-essentials-protein-mix-in/dp/846262""}]",https://www.chewy.com/vital-essentials-protein-mix-in/dp/846262,chewy,0.8
stella_chewy_s_b74f2c,Stella & Chewy's,stella_chewy_s,stella,"Stella & Chewy's Wild Red Raw Blend Kibble Grain-Free Prairie Recipe Dry Dog Food, 3.5-lb bag",stella-chewy-s-wild-red-raw-blend-kibble-grain-free-prairie-recipe-dry-dog-food-3-5-lb-bag,dry,all,,,,,,,,[],10.164452383891879,medium,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/stella-chewys-wild-red-raw-blend/dp/317991""}]",https://www.chewy.com/stella-chewys-wild-red-raw-blend/dp/317991,chewy,0.8
eukanuba_34af22,Eukanuba,eukanuba,eukanuba,"Eukanuba Puppy Small Breed Dry Dog Food, 15-lb bag",eukanuba-puppy-small-breed-dry-dog-food-15-lb-bag,dry,puppy,,,,,,,,[],4.460807656807587,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/eukanuba-puppy-small-breed-dry-dog/dp/29026""}]",https://www.chewy.com/eukanuba-puppy-small-breed-dry-dog/dp/29026,chewy,0.8
stella_chewy_s_2dbd03,Stella & Chewy's,stella_chewy_s,stella,"Stella & Chewy's SuperBlends Raw Coated Wholesome Grains Grass-Fed Beef, Beef Liver & Lamb Recipe with Superfoods Dry Dog Food, 3.5-lb bag",stella-chewy-s-superblends-raw-coated-wholesome-grains-grass-fed-beef-beef-liver-lamb-recipe-with-su,dry,adult,,,,,,,,[],8.281073236363452,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/stella-chewys-superblends-raw-coated/dp/825886""}]",https://www.chewy.com/stella-chewys-superblends-raw-coated/dp/825886,chewy,0.8
eukanuba_324a10,Eukanuba,eukanuba,eukanuba,"Eukanuba Senior Large Breed Dry Dog Food, 30-lb bag",eukanuba-senior-large-breed-dry-dog-food-30-lb-bag,dry,senior,,,,,,,,[],3.5284866870080016,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/eukanuba-senior-large-breed-dry-dog/dp/29049""}]",https://www.chewy.com/eukanuba-senior-large-breed-dry-dog/dp/29049,chewy,0.8
royal_canin_55c2eb,Royal Canin,royal_canin,royal,"Royal Canin Breed Health Nutrition French Bulldog Adult Dry Dog Food, 6-lb bag",royal-canin-breed-health-nutrition-french-bulldog-adult-dry-dog-food-6-lb-bag,dry,adult,,,,,,,,[],7.095510208880815,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/royal-canin-breed-health-nutrition/dp/108950""}]",https://www.chewy.com/royal-canin-breed-health-nutrition/dp/108950,chewy,0.8
