web-scraper-order,web-scraper-start-url,pagination-selector,data-page-selector,data-page-selector-href,image-0-src,text-1,text-2,text-3,text-4
"1757701912-1","https://www.zooplus.com/shop/dogs/dry_dog_food","","Josera YoungStar 900g","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/518435?activeVariant=518435.5","https://media.zooplus.com/bilder/9/400/141297_pla_youngstar_mit_schatten_900g_9.jpg","Josera YoungStar","","","Grain free puppy food for young dogs aged 8 weeks+, with poultry meat and moderate energy content, plus a balanced phosphorus and calcium ratio to promote healthy bone growth"
"1757701915-2","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Adult ""Rocky Canyons"" Free-Range Beef 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/wow_elements_dry_dog_food/1417686?activeVariant=1417686.1","","Wolf of Wilderness Adult ""Rocky Canyons"" Free-Range Beef","","","Grain-free single protein complete dry dog food made with 40% delicious fresh beef meat and offal, enriched with vegetables and wild herbs. With aloe vera. Responsibly bred meat, recyclable packaging."
"1757701917-3","https://www.zooplus.com/shop/dogs/dry_dog_food","","Isegrim Junior ""River"" Salmon with Berries & Wild Herbs 3 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/isegrim/1583540?activeVariant=1583540.0","","Isegrim Junior ""River"" Salmon with Berries & Wild Herbs","","","Specially developed for puppies: Grain-free dry food with fresh salmon, fine berries and potatoes as an important energy supplier. For species-appropriate nutrition right from the start"
"1757701920-4","https://www.zooplus.com/shop/dogs/dry_dog_food","","Fokker Press-Fit Economy Pack: 2 x 13kg","https://www.zooplus.com/shop/dogs/dry_dog_food/fokker/1584056?activeVariant=1584056.0","","Fokker Press-Fit","","","Cold-pressed dry food for adult dogs, with lots of chicken, high digestibility, nutrient-rich recipe, natural ingredients, gentle production, grain- & gluten-free, very tasty"
"1757701922-5","https://www.zooplus.com/shop/dogs/dry_dog_food","","Natura Diet Reduced -20% Calories Turkey Economy package: 2 x 12 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/naturadiet/1584205?activeVariant=1584205.0","","Natura Diet Reduced -20% Calories Turkey","","","Calorie-reduced dry food for adult dogs, ideal for overweight dogs, balanced recipe with turkey, gluten-free and well tolerated, prepared with vital nutrients, produced in Spain"
"1757701924-6","https://www.zooplus.com/shop/dogs/dry_dog_food","","Trovet Hypoallergenic Insect IPD Economy package: 2 x 10 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/trovet/1584574?activeVariant=1584574.0","","Trovet Hypoallergenic Insect IPD","","","Dietetic dry food for dogs with food allergies and intolerances, hypoallergenic recipe, insects as the only source of animal protein, potatoes as a source of carbohydrates"
"1757701927-7","https://www.zooplus.com/shop/dogs/dry_dog_food","","mera Care Adult with Lamb & Rice 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/mera_dog/classic/1491031?activeVariant=1491031.2","","mera Care Adult with Lamb & Rice","","","Complete dry food for adult dogs, formula with well-tolerated ingredients such as lamb and rice, without wheat and sugar, contains prebiotic inulin, made in Germany."
"1757701929-8","https://www.zooplus.com/shop/dogs/dry_dog_food","","mera Pure Sensitive Adult Lamb & Rice 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/mera_dog/1949119?activeVariant=1949119.0","","mera Pure Sensitive Adult Lamb & Rice","","","Easy to digest dry food for dogs, only one protein and carbohydrate source each, also suitable for allergies, with omega 3 and 6 fatty acids for skin & fur, with antioxidants, gluten free"
"1757701931-9","https://www.zooplus.com/shop/dogs/dry_dog_food","","Farmina N&D grain-free Ocean Herring & Orange Adult Medium & Maxi 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/ocean/1949757?activeVariant=1949757.0","","Farmina N&D grain-free Ocean Herring & Orange Adult Medium & Maxi","","","High-quality dry food for fully grown dogs of medium and large breeds, with fresh herring and oranges, without genetically engineered ingredients or artificial preservatives, grain-free, well-accepted"
"1757701934-10","https://www.zooplus.com/shop/dogs/dry_dog_food","","N&D Tropical Selection Adult Medium/Maxi with Lamb 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/tropical_selection/2098208?activeVariant=2098208.1","","N&D Tropical Selection Adult Medium/Maxi with Lamb","","","High-quality dry dog food with easy-to-digest lamb combined with a tasty mix of tropical fruits, with a low glycaemic index to help promote a long-lasting sense of satiety."
"1757701936-11","https://www.zooplus.com/shop/dogs/dry_dog_food","","N&D Tropical Selection Adult Medium/Maxi with Salmon 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/tropical_selection/2099166?activeVariant=2099166.1","","N&D Tropical Selection Adult Medium/Maxi with Salmon","","","Tasty dry dog food with salmon and a unique mix of tropical fruits, contains ancient grains with a low glycaemic index, source of vitamin C, highly satiating to keep your dog feeling full."
"1757701938-12","https://www.zooplus.com/shop/dogs/dry_dog_food","","Nature's Variety Healthy Grains Mini Adult Turkey 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/naturesvariety/healthy_grains/2159853?activeVariant=2159853.1","","Nature's Variety Healthy Grains Mini Adult Turkey","","","High-quality dry food for adult small dogs (<10kg), high-quality proteins, with deboned turkey, brown rice & plant-based ingredients, complete and balanced, made in Spain."
"1757701941-13","https://www.zooplus.com/shop/dogs/dry_dog_food","","Markus-Mühle Free-Range Game 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/markus_muehle/2320123?activeVariant=2320123.0","","Markus-Mühle Free-Range Game","","","new"
"1757701943-14","https://www.zooplus.com/shop/dogs/dry_dog_food","","Markus-Mühle Free-Range Game 5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/markus_muehle/2320123?activeVariant=2320123.1","","Markus-Mühle Free-Range Game","","","new"
"1757701946-15","https://www.zooplus.com/shop/dogs/dry_dog_food","","Applaws Adult Large Breed - Chicken 7.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/applaws_dry_dog_food/354523?activeVariant=354523.3","https://media.zooplus.com/bilder/7/400/applaws_adult_huhn_gro_e_rassen_7.jpg","Applaws Adult Large Breed - Chicken","","","Complete dry food for large breed adult dogs, made completely without grains in a balanced, natural recipe rich in protein and nutrients, including a 75% meat content and no artificial additives."
"1757701948-16","https://www.zooplus.com/shop/dogs/dry_dog_food","","PURINA PRO PLAN JM Joint Mobility 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purina_vet_diet/583020?activeVariant=583020.7","https://media.zooplus.com/bilder/6/400/353697_pla_purina_veterinarydiets_proplan_jointmobility_3kg_hs_01_6.jpg","PURINA PRO PLAN JM Joint Mobility","","","Balanced dry food for adult dogs and puppies, designed to support healthy mobility and enriched with beneficial omega fatty acids and vitamins, to help support weight control, with great flavour."
"1757701951-17","https://www.zooplus.com/shop/dogs/dry_dog_food","","Josera Surf & Turf Junior with Salmon & Lamb 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/2228754?activeVariant=2228754.0","","Josera Surf & Turf Junior with Salmon & Lamb","","","new"
"1757701953-18","https://www.zooplus.com/shop/dogs/dry_dog_food","","Markus-Mühle Free-Range Goat 5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/markus_muehle/2320239?activeVariant=2320239.1","","Markus-Mühle Free-Range Goat","","","new"
"1757701956-19","https://www.zooplus.com/shop/dogs/dry_dog_food","","Forza 10 Active Line - Periaction 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/forza10/active_line/1897354?activeVariant=1897354.1","","Forza 10 Active Line - Periaction","","","Dry diet food for dogs to reduce intolerance symptoms, clear list of ingredients, with fish as the only source of animal protein, naturally high omega-3 fatty acid content"
"1757701958-20","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wiejska Zagroda Turkey with Rabbit 9 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wiejska_zagroda/wiejska_zagroda_adult/1925700?activeVariant=1925700.1","","Wiejska Zagroda Turkey with Rabbit","","","new"
"1757701961-21","https://www.zooplus.com/shop/dogs/dry_dog_food","","Doggy Dog Sensitive with Lamb 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/doggy_dog/2157448?activeVariant=2157448.0","","Doggy Dog Sensitive with Lamb","","","Complete and grain-free dry food for nutritionally sensitive dogs. With lamb as an easy to digest protein source and lots of fresh poultry. The recipe also contains essential fatty acids from salmon oil."
"1757701963-22","https://www.zooplus.com/shop/dogs/dry_dog_food","","Pedigree Adult with Fish & Vegetables 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/pedigree/pedigree_adult/1976205?activeVariant=1976205.2","","Pedigree Adult with Fish & Vegetables","","","Complete dry food for adult dogs, with a specially shaped kibble for cleaning teeth, without artificial colours or flavourings, enriched with vitamin B and zinc for a shiny coat and soft skin."
"1757701965-23","https://www.zooplus.com/shop/dogs/dry_dog_food","","N&D Dog Tropical Selection with Chicken 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/tropical_selection/2097818?activeVariant=2097818.1","https://media.zooplus.com/bilder/3/400/501315_pla_nd_dog_tropical_selection_chicken_10kg_hs_01_3.jpg","N&D Dog Tropical Selection with Chicken","","","Holistic dry food for dogs with chicken, ancient grains and a mix of tropical fruits, offering a low glycaemic index and designed to promote a lasting sense of satiety, source of vitamin C."
"1757701968-24","https://www.zooplus.com/shop/dogs/dry_dog_food","","Burns Hypo-Allergenic Mixer - Adult & Senior 2kg","https://www.zooplus.com/shop/dogs/dry_dog_food/burns/burns_adult/405611?activeVariant=405611.0","https://media.zooplus.com/bilder/3/400/1_2_pack_shot_3.jpg","Burns Hypo-Allergenic Mixer - Adult & Senior","","","Burns Hypo-Allergenic Mixer dog food supplement with rice for mixing, to complement with wet dog food, home-cooked food or raw meat, free from soya and grains."
"1757701970-25","https://www.zooplus.com/shop/dogs/dry_dog_food","","Green Petfood InsectDog hypoallergenic 900g","https://www.zooplus.com/shop/dogs/dry_dog_food/green_petfood/dry_food/584988?activeVariant=584988.8","https://media.zooplus.com/bilder/9/400/160897_green_petfood_insectdog_hypoallergen_900g_9.jpg","Green Petfood InsectDog hypoallergenic","","","zooplus choice"
"1757701973-26","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Veterinary Dog - Urinary S/O Ageing 7+ 8kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_vet_diet/2135088?activeVariant=2135088.1","","Royal Canin Veterinary Dog - Urinary S/O Ageing 7+","","","Urine-acidifying dietetic dry food for senior dogs over 7 years old, designed to help support struvite stone dissolution and combat reoccurrence, with controlled magnesium and phosphorus levels."
"1757701975-27","https://www.zooplus.com/shop/dogs/dry_dog_food","","Carnilove Adult Reindeer 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/carnilove/1582647?activeVariant=1582647.1","","Carnilove Adult Reindeer","","","Balanced dry food for adult dogs of all breeds with reindeer and wild boar. Also includes wild berries, vegetables & valuable herbs to form a wholesome recipe free from grain, potato, maize & soya."
"1757701977-28","https://www.zooplus.com/shop/dogs/dry_dog_food","","Carnilove True Fresh Junior Large Breed with chicken 11.4 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/carnilove/1949314?activeVariant=1949314.0","","Carnilove True Fresh Junior Large Breed with chicken","","","Highly digestible dry food for young dogs of large breeds, 60% fresh meat, grain- & potato-free, fibre from squash, eggshells as a natural source of calcium, without animal meal"
"1757701980-29","https://www.zooplus.com/shop/dogs/dry_dog_food","","Pedigree Mini Adult <10kg with Beef & Vegetables 1.4kg","https://www.zooplus.com/shop/dogs/dry_dog_food/pedigree/pedigree_adult/1972191?activeVariant=1972191.1","","Pedigree Mini Adult <10kg with Beef & Vegetables","","","Delicious dry food for adult dogs up to 10kg with beef & vegetables. This recipe contains essential B vitamins & zinc for skin & coat alongside fibre & prebiotics to help maintain healthy digestion."
"1757701982-30","https://www.zooplus.com/shop/dogs/dry_dog_food","","Specific Dog CID Digestive Support 12 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/specific_veterinary_diet/1584433?activeVariant=1584433.0","","Specific Dog CID Digestive Support","","","Complete dietary food for dogs of all ages, for gastrointestinal disorders, ideal for compensation of reduced nutrient intake, support of the immune system, with prebiotics (MOS)"
"1757701984-31","https://www.zooplus.com/shop/dogs/dry_dog_food","","Alpha Spirit The Only One Wild Fish 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/alpha_spirit/grain_free/618265?activeVariant=618265.3","https://media.zooplus.com/bilder/9/400/72461_pla_as_fisch_12kg_9.jpg","Alpha Spirit The Only One Wild Fish","","","Dry food with high fish content in a recipe rich in fruit, vegetables, herbs and seeds. It is grain-free and made using patented Tenderize Technology to make it highly digestible."
"1757701987-32","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness - grain-free - sample bag Soft Mini ""Silvery Lakes"" - Free-range chicken & duck 350 g","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/1947933?activeVariant=1947933.0","","Wolf of Wilderness - grain-free - sample bag","","","Wolf of Wilderness dry food for dogs: 100% grain-free recipe, with min. 40% fresh meat, wild berries, roots & wild herbs. Made in Germany. Track & feed species-appropriate now"
"1757701989-33","https://www.zooplus.com/shop/dogs/dry_dog_food","","Primal Spirit 60% Wilderness Dry Dog Food 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/primal/998519?activeVariant=998519.0","","Primal Spirit 60% Wilderness Dry Dog Food","","","Natural complete dry food for adult dogs, made with fresh ingredients and plenty of animal protein and rice, a source of vitamins and minerals in a gluten-free recipe."
"1757701992-34","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Junior ""Blue River"" - Free-Range Chicken & Salmon 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/junior/1397030?activeVariant=1397030.2","https://media.zooplus.com/bilder/9/400/wow_freerange_classic_blueriver_junior_12kg_frontright_1000x1000_9.jpg","Wolf of Wilderness Junior ""Blue River"" - Free-Range Chicken & Salmon","","","Grain-free complete dry food for puppies and young dogs, made with tasty fresh meat from premium free-range chicken & salmon protein, enriched with wild berries, roots and wild herbs. Wild & Free!"
"1757701994-35","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Sensitive Lamb & Rice Dry Dog Food 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_sensitive_light/128382?activeVariant=128382.5","https://media.zooplus.com/bilder/1/400/70023_pla_bosch_sensitive_l_r_15kg_1.jpg","bosch Sensitive Lamb & Rice Dry Dog Food","","","Gluten-free dry food for sensitive dogs. Easy to digest and gentle on your dog's stomach. Conatins green-lipped mussel extract and an immune complex with ß-glucans and mannans for stress resistance."
"1757701996-36","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Junior ""Blue River"" - Free-Range Chicken & Salmon 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/junior/1397030?activeVariant=1397030.0","https://media.zooplus.com/bilder/1/400/wow_freerange_classic_blueriver_junior_1kg_front_1000x1000_1.jpg","Wolf of Wilderness Junior ""Blue River"" - Free-Range Chicken & Salmon","","","Grain-free complete dry food for puppies and young dogs, made with tasty fresh meat from premium free-range chicken & salmon protein, enriched with wild berries, roots and wild herbs. Wild & Free!"
"1757701999-37","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Junior ""Rocky Canyons"" Free-Range Beef 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/junior/1417804?activeVariant=1417804.0","","Wolf of Wilderness Junior ""Rocky Canyons"" Free-Range Beef","","","Complete dry food for growing dogs. Single-protein and grain-free, this tasty food is made with 40% fresh beef meat and offal, vegetables and wild herbs. Responsibly bred meat, recyclable packaging."
"1757702001-38","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Lamb & Rice Dry Dog Food 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_adult/128375?activeVariant=128375.5","https://media.zooplus.com/bilder/5/400/70319_pla_bosch_adult_lamm_reis_hs_01_1_5.jpg","bosch Adult Lamb & Rice Dry Dog Food","","","Easily digestible complete dry dog food containing green-lipped mussel extract and an immune complex with ß-glucans and mannans. Wheat-free recipe gentle on your dog's stomach."
"1757702004-39","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Junior Maxi Dry Dog Food 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_puppy_junior/128395?activeVariant=128395.4","https://media.zooplus.com/bilder/1/400/70020_pla_bosch_maxijunior_15kg_1.jpg","bosch Junior Maxi Dry Dog Food","","","Premium-quality kibble for large-breed puppies. Wheat-free recipe, with a moderate protein content (24%), colostrum and green-lipped mussel extract. Plus an immune complex with ß-glucans and mannans."
"1757702006-40","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Salmon & Potato 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_adult/572065?activeVariant=572065.0","https://media.zooplus.com/bilder/7/400/70028_pla_bosch_adult_l_k_15kg_0_7.jpg","bosch Adult Salmon & Potato","","","Wheat-free dry dog food with 14% salmon and other premium-quality sources of protein, with an immune complex with ß-glucans and mannans, plus fatty acids, colostrum and green-lipped mussel extract."
"1757702009-41","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Poultry & Millet Dry Dog Food 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_adult/128376?activeVariant=128376.8","https://media.zooplus.com/bilder/8/400/70120_pla_bosch_adult_g_h_15kg_5_8.jpg","bosch Adult Poultry & Millet Dry Dog Food","","","Easily digestible dry food for adult dogs, with at least 25% fresh poultry and green-lipped mussel extract. Wheat-free recipe including a special immune complex with ß-glucans and mannans."
"1757702011-42","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Mini Sterilised 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_mini/1132424?activeVariant=1132424.1","","Concept for Life Mini Sterilised","","","Grain-free, premium dry dog food for neutered small dogs, aged 10 months and over. It was developed to help control body weight and is well accepted. With a nutrient complex for healthy skin and coat."
"1757702013-43","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Adult Mini ""Wild Hills"" - Duck 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/mini_kibble/1397129?activeVariant=1397129.0","","Wolf of Wilderness Adult Mini ""Wild Hills"" - Duck","","","Scrumptious little mini kibbles dry dog food. This complete food is made with lots of tasty fresh chicken, duck protein, berries, roots and herbs. It is 100% grain-free, with no artificial additives."
"1757702016-44","https://www.zooplus.com/shop/dogs/dry_dog_food","","Libra Adult Dog - Chicken 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/libra/libra_adult/1583797?activeVariant=1583797.0","","Libra Adult Dog - Chicken","","","Highly digestible, complete dry dog food, with tasty chicken and a balanced protein content. This kibble provides your dog with essential vitamins and minerals, and is free from artificial additives."
"1757702018-45","https://www.zooplus.com/shop/dogs/dry_dog_food","","Opti Life Adult Maxi 2 x 12,5 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/optilife/1584373?activeVariant=1584373.0","","Opti Life Adult Maxi","","","Dry food for large adult dogs with chicken and rice can provide healthy cartilage & supple joints, FOS & MOS support intestinal flora, with natural antioxidants, gluten free"
"1757702020-46","https://www.zooplus.com/shop/dogs/dry_dog_food","","mera Care Puppy Chicken 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/mera_dog/classic/128520?activeVariant=128520.10","https://media.zooplus.com/bilder/5/400/394296_pla_meracare_puppy_huhn_packshot_hs_01_5.jpg","mera Care Puppy Chicken","","","High-quality dry food for puppies, recipe with fresh chicken, balanced and complete, without wheat and sugar, source of omega-3 and omega-6 fatty acids, made in Germany"
"1757702023-47","https://www.zooplus.com/shop/dogs/dry_dog_food","","Libra Adult Mini Dog - Salmon 8kg","https://www.zooplus.com/shop/dogs/dry_dog_food/libra/libra_adult/1923552?activeVariant=1923552.0","","Libra Adult Mini Dog - Salmon","","","Tasty, complete dry food for small breeds of dog, made with delicate salmon and vitamin D. With a specially adapted kibble size, this dry dog food is balanced and is a source of omega-6 fatty acids."
"1757702025-48","https://www.zooplus.com/shop/dogs/dry_dog_food","","Libra Adult Dog - Beef 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/libra/libra_adult/1925001?activeVariant=1925001.2","","Libra Adult Dog - Beef","","","Delicious, complete dry dog food, with hearty beef and a high protein content. This kibble provides your dog with essential fatty acids and fibre, and is 100% free from any artificial additives."
"1757702028-49","https://www.zooplus.com/shop/dogs/dry_dog_food","","Farmina Vet Life Dog Obesity 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/vet_life/1948783?activeVariant=1948783.0","","Farmina Vet Life Dog Obesity","","","Diet dog food to reduce obesity & regulate glucose supply (diabetes mellitus), low in fat, starch & sugar, valuable proteins for the muscles, easily digestible & low in calories"
"1757702030-50","https://www.zooplus.com/shop/dogs/dry_dog_food","","mera Pure Sensitive Adult Turkey & Rice 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/mera_dog/1949060?activeVariant=1949060.0","","mera Pure Sensitive Adult Turkey & Rice","","","Gluten-free dry food for sensitive adult dogs, easy to digest and with single-source protein and carbohydrates, enriched with omega-3 and -6 fatty acids alongside prebiotic inulin and key vitamins."
"1757702032-51","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Fresh duck with millet Active Run & Work 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_fresh/1949037?activeVariant=1949037.0","","Brit Fresh duck with millet Active Run & Work","","","Energy-rich dry food for active dogs, with a high proportion of fresh duck, contains nutritious millet and fibre-rich courgette, with special ingredient marigold, natural concept"
"1757702035-52","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Fresh Fish with Squash Adult Large 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_fresh/1948993?activeVariant=1948993.0","","Brit Fresh Fish with Squash Adult Large","","","Tasty dry food for large breed dogs, with lots of fresh fish, contains nutrient-rich buckwheat & beet, with antioxidant properties, without chemical flavorings & artificial colors"
"1757702037-53","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Fresh Chicken with Potato Adult Great Life 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_fresh/1949117?activeVariant=1949117.0","","Brit Fresh Chicken with Potato Adult Great Life","","","High-quality dry food for fully grown dogs, lots of fresh chicken, grain-free, refined with fruit, vegetables & herbs, lots of protein, natural ingredients, with fibres & prebiotics, easily digestible"
"1757702040-54","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Fresh Turkey with Pea Light Fit & Slim 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_fresh/1949123?activeVariant=1949123.0","","Brit Fresh Turkey with Pea Light Fit & Slim","","","Delicious dry food for less active dogs, high proportion of fresh turkey, with aronia berries as a source of vitamin C, contains peas and rice, unadulterated recipe without chemical additives"
"1757702042-55","https://www.zooplus.com/shop/dogs/dry_dog_food","","My Friend+ Junior & Active 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/my_friend_plus/1998664?activeVariant=1998664.0","","My Friend+ Junior & Active","","","Delicious dry food for growing puppies and very active adult dogs, with high-quality carbohydrates to provide energy and highly-digestible protein, with no added sugar or soya, with antixoxidants."
"1757702045-56","https://www.zooplus.com/shop/dogs/dry_dog_food","","mera pure sensitive Adult Insect Protein 12,5kg 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/mera_dog/2009709?activeVariant=2009709.0","","mera pure sensitive Adult Insect Protein 12,5kg","","","Complete dry food for dogs of all sizes with a regular activity level. This gluten-free recipe contains rice as the only source of carbohydrates, with insect protein."
"1757702047-57","https://www.zooplus.com/shop/dogs/dry_dog_food","","mera Pure Sensitive Adult Salmon & Rice 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/mera_dog/1584147?activeVariant=1584147.1","","mera Pure Sensitive Adult Salmon & Rice","","","Delicious complete dry food for dogs, with salmon and easily digestible rice. This recipe also contains vitamin C and zinc."
"1757702050-58","https://www.zooplus.com/shop/dogs/dry_dog_food","","Nutrivet Premium Master Senior 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/nutrivet/premium_master/1455913?activeVariant=1455913.0","","Nutrivet Premium Master Senior","","","Dry food for dogs over 7 years old, with a delicious recipe including plenty of tasty chicken and offering tailored protein- and fat levels, with reduced phosphorus- and sodium content."
"1757702052-59","https://www.zooplus.com/shop/dogs/dry_dog_food","","Libra Adult Mini Dog - Chicken 8kg","https://www.zooplus.com/shop/dogs/dry_dog_food/libra/libra_adult/1923730?activeVariant=1923730.2","","Libra Adult Mini Dog - Chicken","","","Protein-rich, complete dry food for small breeds of dog, with delicious chicken and a specially adapted kibble size. This kibble provides your dog with essential vitamins and fibre."
"1757702055-60","https://www.zooplus.com/shop/dogs/dry_dog_food","","Farmina Vet Life Dog Intestinal UltraCare Low Fat 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/vet_life/2258849?activeVariant=2258849.1","","Farmina Vet Life Dog Intestinal UltraCare Low Fat","","","new"
"1757702057-61","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life X-Large Puppy & Junior 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_xlarge/650696?activeVariant=650696.6","https://media.zooplus.com/bilder/4/400/76010_pla_concept_for_life_x_large_junior_12kg_4.jpg","Concept for Life X-Large Puppy & Junior","","","Concept for Life X-Large Puppy & Junior is specially developed to optimally support the special needs of puppies and junior dogs of very large breeds (adult weight 45-100kg)."
"1757702060-62","https://www.zooplus.com/shop/dogs/dry_dog_food","","Josera Nature Energetic 900g","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/631993?activeVariant=631993.2","","Josera Nature Energetic","","","Grain-free, energy-rich dry food for sporty and active dogs, with highly-digestible poultry, sweet potato, green-lipped mussel and L-carnitine, as well as vitamin E and taurine."
"1757702062-63","https://www.zooplus.com/shop/dogs/dry_dog_food","","JosiDog Junior Sensitive 900g","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/profiline/1533263?activeVariant=1533263.2","","JosiDog Junior Sensitive","","","Tasty complete food for young dogs with food sensitivities, with a tailored energy content and balanced calcium-phosphorus ratio in a gluten-free recipe enriched with prebiotic inulin."
"1757702065-64","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness ""Ebony Twilight"" - Wild Boar & Buffalo - Grain-free 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/206814/1665017?activeVariant=1665017.0","","Wolf of Wilderness ""Ebony Twilight"" - Wild Boar & Buffalo - Grain-free","","","Grain-free complete dry dog food made only with meat protein - fresh pork with wild boar and buffalo. Refined with roots and wild herbs. Suitable for dogs with grain intolerance. No artificial additives."
"1757702067-65","https://www.zooplus.com/shop/dogs/dry_dog_food","","Butcher's Natural & Healthy with Chicken 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/butchers/1910177?activeVariant=1910177.0","","Butcher's Natural & Healthy with Chicken","","","Delicious dry food for dogs, made with tasty chicken and rich in vitamins A, D3 and E alongside key minerals, with digestion-boosting sugar beet pulp as well as zinc and fatty acids for healthy skin."
"1757702070-66","https://www.zooplus.com/shop/dogs/dry_dog_food","","Applaws Adult Large Breed - Chicken 2kg","https://www.zooplus.com/shop/dogs/dry_dog_food/applaws_dry_dog_food/354523?activeVariant=354523.7","https://media.zooplus.com/bilder/4/400/413223_pla_applaws_adult_huhn_grosse_rassen_hs_01_4.jpg","Applaws Adult Large Breed - Chicken","","","Complete dry food for large breed adult dogs, made completely without grains in a balanced, natural recipe rich in protein and nutrients, including a 75% meat content and no artificial additives."
