web-scraper-order,web-scraper-start-url,pagination-selector,data-page-selector,data-page-selector-href,image-0-src,text-1,text-2,text-3,text-4
"1757702072-67","https://www.zooplus.com/shop/dogs/dry_dog_food","","Cavon Complete Hondenvoer 20 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/cavom/1583586?activeVariant=1583586.0","","Cavon Complete Hondenvoer","","","Compleet droogvoer voor volwassen honden, gemaakt van natuurlijke grondstoffen, licht verteerbaar, energierijk, met omega-3- en 6-vetzuren, vitaminen en mineralen, heeft een lekkere geur."
"1757702074-68","https://www.zooplus.com/shop/dogs/dry_dog_food","","Coya Adult Dog Topper Beef (50g)","https://www.zooplus.com/shop/dogs/dog_treats_chews/dog_reward_treats/other/2187525?activeVariant=2187525.1","","Coya Adult Dog Topper","","","Freeze-dried food topping for adult dogs, fine powder made from pure meat, fish or poultry, high in protein, very high acceptance, ideal for picky dogs, without any additives."
"1757702077-69","https://www.zooplus.com/shop/dogs/dry_dog_food","","Coya Adult Dog Topper Fish (50g)","https://www.zooplus.com/shop/dogs/dog_treats_chews/dog_reward_treats/other/2187525?activeVariant=2187525.3","","Coya Adult Dog Topper","","","Freeze-dried food topping for adult dogs, fine powder made from pure meat, fish or poultry, high in protein, very high acceptance, ideal for picky dogs, without any additives."
"1757702079-70","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Mini Sensitive 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_mini/561530?activeVariant=561530.3","https://media.zooplus.com/bilder/1/400/66944_pla_concept_for_life_mini_sensitive_1_5kg_1.jpg","Concept for Life Mini Sensitive","","","Premium dry food developed for small breed adult dogs. Unique kibble size promotes dental health. Contains lamb as the single source of animal protein, which helps support sensitive digestive systems."
"1757702082-71","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness ""Explore"" Dry Dog Food Trial Pack ""Explore"" -  Mobility (400g)","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/trial_pack/1207505?activeVariant=1207505.0","","Wolf of Wilderness ""Explore"" Dry Dog Food Trial Pack","","","Complete, grain-free dry dog food, based on the diet of the wild wolf, with three different varieties specialised to suit high energy nutritional needs, healthy joints or weight management."
"1757702084-72","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Prescription Diet z/d Food Sensitivities Low Fat Hydrolysed Soya 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/allergies_intolerances/2328014?activeVariant=2328014.2","","Hill's Prescription Diet z/d Food Sensitivities Low Fat Hydrolysed Soya","","","Fat-reduced dry dietetic food for adult dogs with food intolerances, with hydrolysed soya protein, selected carbohydrate source, prebiotic fibres and omega fatty acids to support your dog's health."
"1757702087-73","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Adult Mini ""Blue River"" - Salmon 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/mini_kibble/1397127?activeVariant=1397127.1","","Wolf of Wilderness Adult Mini ""Blue River"" - Salmon","","","Delicious dry dog food, now available in mini kibble size - made with lots of fresh chicken, and salmon protein, refined with tasty berries, roots & herbs. 100% grain-free and no artificial additives."
"1757702089-74","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Fresh beef with squash Puppy Large 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_fresh/1949122?activeVariant=1949122.0","","Brit Fresh beef with squash Puppy Large","","","Complete dry food for large breed puppies from 30 kg, lots of fresh meat, wheat & gluten free, no fillers, with fruit, vegetables & herbs, probiotics for optimal digestion"
"1757702091-75","https://www.zooplus.com/shop/dogs/dry_dog_food","","Rocco Mealtime Sensitive - Turkey & Chicken 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/rocco/rocco_sensitive/1227522?activeVariant=1227522.1","","Rocco Mealtime Sensitive - Turkey & Chicken","","","Rocco Mealtime Sensitive is the premium dry food for meat lovers! Hearty recipe with fresh poultry, refined with vegetables, without added grain - for a strong meat taste"
"1757702094-76","https://www.zooplus.com/shop/dogs/dry_dog_food","","PURINA PRO PLAN All Sizes Adult Light/Sterilised with Chicken 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purina_pro_plan/adult/128288?activeVariant=128288.14","https://media.zooplus.com/bilder/6/400/546703_pla_pro_plan_all_sizes_adult_light_sterilised_huhn_reis_3kg_1000x1000_hs_02_6.jpg","PURINA PRO PLAN All Sizes Adult Light/Sterilised with Chicken","","","Reduced fat dry food for spayed/neutered or overweight dogs, high in protein to maintain muscle, with complex carbohydrates, good filling. Before: OPTIWEIGHT"
"1757702096-77","https://www.zooplus.com/shop/dogs/dry_dog_food","","Coya Adult Dog Food Beef (150g)","https://www.zooplus.com/shop/dogs/dry_dog_food/coya/2186292?activeVariant=2186292.1","","Coya Adult Dog Food","","","Freeze-dried complete food for dogs, made from 100% fresh ingredients, very high meat- and protein content, refined with fruit and vegetables, enriched with digestive fibre and an optimum kibble size."
"1757702099-78","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Senior Large Breed Grain-Free - Ocean Fish 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/senior/2155581?activeVariant=2155581.0","","Eukanuba Senior Large Breed Grain-Free - Ocean Fish","","","Low-allergen dry food for older large breed dogs (>25kg) aged 6 years+, with ocean fish and sweet potatoes, prebiotics, antioxidants, glucosamine and calcium, with a DentaDefense dental care system."
"1757702101-79","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Premium by Nature Light 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_premium/1949070?activeVariant=1949070.1","","Brit Premium by Nature Light","","","Low-fat dry dog food, contains lean turkey, contains easily digestible oats, low in gluten, supports weight control, rich in omega-3 fatty acids, with vitamin-rich blueberries"
"1757702104-80","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Grain-Free Small & Medium Breed Adult with Ocean Fish 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/adult/1321148?activeVariant=1321148.3","","Eukanuba Grain-Free Small & Medium Breed Adult with Ocean Fish","","","Low-allergen dry food for small and medium breed dogs up to 25kg, with fish as the only source of animal protein, grain-free and with omega fatty acids and prebiotics, with dental-care kibble."
"1757702106-81","https://www.zooplus.com/shop/dogs/dry_dog_food","","Greenwoods Insects with Potatoes, Peas & Fava Beans 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/greenwoods/greenwoods_insects_dry/1093098?activeVariant=1093098.4","https://media.zooplus.com/bilder/4/400/greenwoods_dog_insects_1_5kg_front_1000x1000_4.jpg","Greenwoods Insects with Potatoes, Peas & Fava Beans","","","Insects are in! Grain-free insect-based complete dry dog food, made with Hermetia illucens (black soldier fly) larvae, a great source of protein and vital nutrients. It's very tasty and well-tolerated."
"1757702108-82","https://www.zooplus.com/shop/dogs/dry_dog_food","","Briantos Adult Mini Grain-Free Salmon & Potato 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/briantos/grain_free/1910191?activeVariant=1910191.0","https://media.zooplus.com/bilder/6/400/briantos_adult_gf_mini_salmon_1kg_1000x1000_6.jpg","Briantos Adult Mini Grain-Free Salmon & Potato","","","Complete dry dog food made to a grain-free recipe, specifically formulated for small dogs. This tasty kibble is rich in salmon, with potatoes and sweet potatoes. It is easy to digest and very well accepted."
"1757702111-83","https://www.zooplus.com/shop/dogs/dry_dog_food","","Nature's Variety Freeze-Dried Complete Mini Chicken (120g)","https://www.zooplus.com/shop/dogs/dry_dog_food/naturesvariety/freezedried/1751414?activeVariant=1751414.1","","Nature's Variety Freeze-Dried Complete Mini","","","Complete dry food for small dogs up to 10kg, with plenty of protein combined with fruits, vegetables, herbs and roots, offering key nutrients with no unnecessary additives, in recyclable packaging."
"1757702113-84","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Maxi Adult Poultry & Pork 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_size/maxi/1995942?activeVariant=1995942.1","","Royal Canin Maxi Adult Poultry & Pork","","","Wholesome dry food for large breed dogs, made with highly-digestible ingredients and beneficial fibre, a source of key vitamins and minerals for an active canine lifestyle, with tailored kibble size."
"1757702116-85","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Senior Small & Medium Breed Grain-Free - Ocean Fish 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/senior/2155602?activeVariant=2155602.2","","Eukanuba Senior Small & Medium Breed Grain-Free - Ocean Fish","","","Low-allergen dry food for older dogs of small and medium-sized breeds (<25kg) aged 7 years and over, with ocean fish and sweet potatoes, contains prebiotics and glucosamine, with DentaDefense."
"1757702118-86","https://www.zooplus.com/shop/dogs/dry_dog_food","","Green Petfood InsectDog Sensitive 900g","https://www.zooplus.com/shop/dogs/dry_dog_food/green_petfood/dry_food/723320?activeVariant=723320.5","https://media.zooplus.com/bilder/5/400/160996_green_petfood_insectdog_sensitive_900g_5.jpg","Green Petfood InsectDog Sensitive","","","Digestible dry food for adult dogs, with insect protein and rice, rich in valuable fatty acids, vitamins E and C, inulin and yeast, ideal for sensitive dogs and easy to digest."
"1757702120-87","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Adult 1+ Hypoallergenic Medium Salmon 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/special_care/1766895?activeVariant=1766895.2","","Hill's Science Plan Adult 1+ Hypoallergenic Medium Salmon","","","Hypoallergenic dry food for medium breed adult dogs aged 1 - 6 years, made with tasty salmon and potato in a digestible recipe enriched with omega-3 and -5 fatty acids, with no grains."
"1757702123-88","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness ""Explore"" Dry Dog Food Trial Pack ""Explore"" - Performance (400g)","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/trial_pack/1207505?activeVariant=1207505.1","","Wolf of Wilderness ""Explore"" Dry Dog Food Trial Pack","","","Complete, grain-free dry dog food, based on the diet of the wild wolf, with three different varieties specialised to suit high energy nutritional needs, healthy joints or weight management."
"1757702125-89","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Medium Breed Adult - Weight Control 2.3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/light/128056?activeVariant=128056.15","https://media.zooplus.com/bilder/7/400/533399_pla_tetragmbhiams_eukanuba_dailycare_weigth_control_small_medium_adultdog_15kg_hs_01_7.jpg","Eukanuba Medium Breed Adult - Weight Control","","","This Eukanuba diet has a reduced fat level and provides the optimal daily amount of protein, carbohydrates, important vitamins and minerals for the health and well-being of your dog."
"1757702127-90","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Adult ""Crimson Sunset"" - Lamb & Goat 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/206814/962585?activeVariant=962585.0","https://media.zooplus.com/bilder/2/400/wow_redclassic_crimsonsunset_front_1kg_1000x1000_2.jpg","Wolf of Wilderness Adult ""Crimson Sunset"" - Lamb & Goat","","","Nutritious, easy to digest complete dry dog food with 40% fresh pork, combined with lamb & goat and enriched with berries and herbs. This kibble is free from artificial preservatives, colours and aromas."
"1757702130-91","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Large Light 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_large/561522?activeVariant=561522.4","https://media.zooplus.com/bilder/6/400/66952_pla_concept_for_life_large_light_1_5kg_6.jpg","Concept for Life Large Light","","","zooplus choice"
"1757702133-92","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Junior ""Soft - Wide Acres"" - Chicken 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/junior/862013?activeVariant=862013.0","https://media.zooplus.com/bilder/6/400/wow_soft_relaunch_junior_wideacred_front_1000x1000_6.jpg","Wolf of Wilderness Junior ""Soft - Wide Acres"" - Chicken","","","Formulated to meet the nutritional needs of young, growing dogs, this semi-moist dry puppy food is single protein and grain-free. Made with lots of fresh chicken and meat juices for softer kibble."
"1757702135-93","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Grain Free Small & Medium Breed Adult - Chicken 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/adult/1387452?activeVariant=1387452.2","","Eukanuba Grain Free Small & Medium Breed Adult - Chicken","","","Low-allergen food for small and medium breed adult dogs (<25kg), complete and balanced in a tasty recipe with fresh chicken, free from grains and enriched with omega fatty acids and prebiotics."
"1757702138-94","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Senior ""Blue River"" - Free-Range Chicken & Salmon 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/wolf_of_wilderness_senior/1397031?activeVariant=1397031.0","https://media.zooplus.com/bilder/0/400/wow_freerange_classic_blueriver_senior_1kg_front_1000x1000_0.jpg","Wolf of Wilderness Senior ""Blue River"" - Free-Range Chicken & Salmon","","","100% grain-free complete dry food for senior dogs, made with tasty, premium free-range fresh chicken & salmon protein, enriched with wild berries, roots and wild herbs. Recyclable packaging. Wild & Free."
"1757702140-95","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Adult 1+ Perfect Digestion Medium Breed with Chicken 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/adult/1093076?activeVariant=1093076.0","","Hill's Science Plan Adult 1+ Perfect Digestion Medium Breed with Chicken","","","Complete dry food for medium-sized dogs (11-25kg) with an easily digestible recipe with chicken and rice. ActivBiome+ formula with prebiotics, supports digestion and healthy bowel movements."
